subtype,n,mcts_nccn_all_four_agreement_pct,mean_predicted_5y_os_nccn,mean_predicted_5y_os_mcts,mean_predicted_difference_mcts_minus_nccn,surgery_agreement_pct,chemo_agreement_pct,hormone_agreement_pct,radio_agreement_pct
HR+/HER2+,14,0.0,0.6700126071292322,0.7464973961584604,0.07648478902922826,92.85714285714286,0.0,100.0,100.0
HR+/HER2-,206,49.51456310679612,0.7979597590938948,0.8242299389743305,0.026270179880435642,68.44660194174757,76.69902912621359,100.0,89.80582524271846
HR-/HER2+,22,0.0,0.7085360222258742,0.8166681560426337,0.10813213381675951,59.09090909090909,0.0,100.0,90.9090909090909
TNBC,42,0.0,0.7451063136037377,0.7841001356571846,0.038993822053446814,71.42857142857143,0.0,100.0,85.71428571428571
