simulations_per_step,n,exact_plan_match_pct,mean_regret,max_regret
16,390,75.38461538461539,0.0006771161763045943,0.016220820941568515
32,390,91.28205128205128,0.00021118884621632782,0.007630709924589807
64,390,97.43589743589743,2.8144176242451717e-05,0.006091139817029134
128,390,98.2051282051282,4.636775176820482e-06,0.0003168002422794247
256,390,97.94871794871794,8.426569140539664e-06,0.0014780196458504813
512,390,97.94871794871794,8.426569140539664e-06,0.0014780196458504813
