policy,n,mean_predicted_5y_os,median_predicted_5y_os,bcs_rate_pct,chemo_rate_pct,hormone_rate_pct,radio_rate_pct
Actual,284,0.7719793411344376,0.8189563802547731,42.95774647887324,20.774647887323944,60.91549295774647,63.38028169014085
NCCN,284,0.7769089596249218,0.8239732880073374,76.05633802816901,83.09859154929578,77.46478873239437,89.7887323943662
MCTS,284,0.8138775919206698,0.8403916374934977,93.30985915492957,72.53521126760563,77.46478873239437,100.0
