budget,reference_budget,paired_gap_delta_mean,paired_gap_delta_ci95_low,paired_gap_delta_ci95_high,crosses_zero
64,256,-0.008600444444444489,-0.017085940460595708,-0.00011494842829326904,False
1024,256,0.011453333333333404,0.006301037123324124,0.016605629543342684,False
