budget,utility_gap_mean,utility_gap_ci95_low,utility_gap_ci95_high,survival_gap_pp_mean,survival_gap_pp_ci95_low,survival_gap_pp_ci95_high,mean_mcts_toxicity
64,0.01121600000000007,0.005192016690189103,0.01723998330981104,1.5666666666666684,0.9129704711374445,2.220362862195892,0.28300000000000003
256,0.01981644444444456,0.011885570255388512,0.027747318633500606,1.4000000000000035,0.2525776822335044,2.5474223177665025,0.22800000000000004
1024,0.031269777777777966,0.02443214026071391,0.03810741529484202,1.8666666666666685,0.9015400262205712,2.8317933071127657,0.1716666666666667
