budget,mean_agreement_pct,min_agreement_pct,mean_value_noise_sd,mean_abs_value_gap,mean_separation,unstable_node_pct
64,57.755102040816325,40.0,0.0605351510297016,0.023359084190655365,0.42606406382866885,83.6734693877551
128,59.38775510204081,40.0,0.03942226817874735,0.01985120208241937,0.532715579386099,89.79591836734694
256,65.71428571428571,40.0,0.027420019342106628,0.01893135074220806,0.7023585878817129,73.46938775510205
512,70.61224489795919,40.0,0.019905530048405735,0.018186679786625075,0.9248848361740054,55.10204081632652
1024,75.71428571428571,40.0,0.014222856512585163,0.018660682406260596,1.3229814630184604,44.89795918367347
2048,80.40816326530613,40.0,0.010124413740108517,0.017887101251678913,1.8411427127613424,34.69387755102041
