budget,reference_budget,paired_gap_delta_mean,paired_gap_delta_ci95_low,paired_gap_delta_ci95_high,crosses_zero
64,256,-0.005973333333333308,-0.013464650961481594,0.001517984294814978,True
1024,256,0.010164888888888945,0.002701086360240879,0.017628691417537014,False
