budget,mean_agreement_pct,mean_value_noise_sd,mean_abs_value_gap
64,63.333333333333336,0.051593217235852896,0.025940732163607438
128,61.666666666666664,0.04060570943905465,0.014108671208107196
256,67.5,0.02483578874909519,0.014431661056289699
512,68.33333333333333,0.018436482417011752,0.012487202607415185
1024,72.5,0.012835069415438626,0.011958019267428815
2048,84.16666666666667,0.009970998250289081,0.014876056704586285
