estimator,risk_treated,risk_control,risk_difference,risk_ratio
"naive (unadjusted, trimmed)",0.2718778470838332,0.21446715090941004,0.05741069617442318,1.2676899279492606
"IPW (stabilized, trimmed)",0.22812026860296775,0.2641158503886035,-0.03599558178563578,0.8637129057848133
